game_start_month,game_start_day,game_id,captured_piece_byblack,captured_piece_bywhite,game_duration,game_end_time,game_pgn,game_start_time,game_status,is_active,last_move_time_black,last_move_time_white,latest_fen,loser_id,player_black,player_category,player_white,result,termination_id,termination_reason,total_move_duration_black,total_move_duration_white,winner,winner_id
4,17,e7263999-68b6-5a23-b530-af25b7efd632,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 08:23:50.128+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,e71bebff-36c2-5a41-aeb7-be101a7510bf,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 12:22:39.140+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,e679e61e-a009-574f-bea2-02690256db1a,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 09:50:18.943+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,e5bbc5bf-1a5a-5727-bfcc-1775ef1f9c27,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 09:53:16.541+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,e4d80b30-151e-51b5-9f4f-18a3b82718e6,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 07:57:10.799+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,e43c7e16-cc3e-5902-b5bd-492e84c6ea74,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 12:57:27.414+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,e02907e6-4bd3-52fd-a89e-1ef70b9ef685,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 12:35:45.273+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,df33a324-1b9a-55b1-9c63-10259a0d995e,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 13:31:20.595+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,df2ad546-a4f0-51ac-b38c-88216742e553,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 10:09:39.109+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
4,17,df08d167-1bd8-55a3-b20f-6763dd47aa7f,,,,,[Event \"CS2 Self-GamePlay\"] [Site \"InHouse-DGXNodes\"] [Date \"2024-04-16\"] [Black \"AZ0Model\"] [EventSponsor \"Avrioc Technologies\"] [Mode \"ICS\"],2024-04-17 09:30:00.068+0000,Inprogress,True,,,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,0-0,2b435cf4-6eb7-5d64-bdce-1c047fdb2033,,,,,,,
